_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
902,174091327,18045060,18,2018-03-10T05:50:00,"1100 Block Herron Ave Pittsburgh, PA 15219",Y,Polish Hill,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3802(a)(1) DUI - General Impairment,605,,,-79.9639061537512,40.4581483688134
904,174100913,18045354,0,2018-03-10T16:09:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,99,9999 9999 - (Misc. Incident): ,2107,,,-80.0197957525676,40.4541033184564
905,174104566,18045415,4,2018-03-10T17:40:00,"3800 Block O Hara St Pittsburgh, PA 15213",N,North Oakland,4,AGG-ASSAULT,2702 Aggravated Assault.,403,,,-79.9595603437484,40.4433155547724
906,-2799010152,18045468,0,2018-03-10T08:15:00,"100 Block Marsden St Pittsburgh, PA 15207",Y,Hazelwood,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1515,,,-79.9432521497379,40.4105301856017
907,172951039,18032993,6,2018-02-18T07:00:00,"5700 Block Bartlett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1413,,,-79.9249619969335,40.4356473153578
908,172954618,18032889,6,2018-02-20T12:12:00,"200 Block Federal St S Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2205,,,-80.0039602163907,40.4484133392222
909,172955239,18033098,6,2018-02-20T18:00:00,"2000 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1920,,,-79.9830893955378,40.4509976095343
910,174107291,18045459,14,2018-03-10T20:10:00,"Butler St & Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,901,,,-79.9609115667295,40.4697975190426
911,174107690,18045526,0,2018-03-10T22:19:00,"3500 Block Frazier St Pittsburgh, PA 15213",N,South Oakland,4,99,8106 Shots Fired,409,,,-79.9568001923536,40.4313798547716
912,174110157,18045602,99,2018-03-11T00:54:00,"300 Block E North Ave Pittsburgh, PA 15212",Y,Central North Side,1,COMMITMENT TO AWAIT REQUISITION,9136 Commitment to Await Requisition,2206,,,-80.0096402728326,40.4549486918507
913,174123570,18045545,6,2018-03-10T23:07:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,201,,,-80.0016204506435,40.4417729848127
914,174126218,18045810,14,2018-03-11T11:04:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,,,-80.0064054983526,40.4417329215433
915,-3134013038,18045862,10,2018-03-11T13:00:00,"4600 Block Irvine St Pittsburgh, PA 15207",N,Hazelwood,4,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",1501,,,-79.945897456756,40.4145732788015
916,174131319,18045654,10,2018-03-11T02:55:00,"1600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,,,-79.9826465263892,40.4287467462249
917,174139499,18046072,0,2018-03-11T20:31:00,"1900 Block Warriors Rd Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,,,-80.0479932987948,40.4302487257154
918,174142548,18046130,3,2018-03-11T22:21:00,"100 Block Penfort St Pittsburgh, PA 15214",Y,Northview Heights,1,ROBBERY,3701 Robbery. / 2701 Simple Assault.,2609,,,-80.002822219962,40.473349600095
919,174146725,18046208,6,2018-03-12T02:29:00,"E Carson St Pittsburgh, PA 15219",N,South Shore,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1921,,,-79.9626760748752,40.4241310830912
920,-2867015835,18040939,14,2018-03-03T18:26:00,"400 Block Fisher St Pittsburgh, PA 15210",N,Mount Oliver,3,CRIM MISCHIEF,3304 Criminal Mischief.,1607,,,-79.981079109154,40.4111548218802
921,173686701,18040981,99,2018-03-03T19:49:00,"Rhine St & Buente St Pittsburgh, PA 15212",N,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,,,-79.9931397837761,40.4662558065138
922,173693911,18041173,14,2018-03-04T02:31:00,"2200 Block Webster Ave Pittsburgh, PA 15219",Y,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief. / 13(a)(32) Paraphernalia - Use or Possession / 3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,501,,,-79.9778613970445,40.4472941674749
923,173696873,18041275,99,2018-03-03T22:00:00,"1100 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,FOUND DRUGS,9017 Found Drugs,2715,,,-80.0252563329987,40.468392049675
924,173705446,18041426,99,2018-03-04T14:21:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2609,,,-80.0009662913311,40.478650565354
925,173721478,18041732,3,2018-03-05T02:26:00,"5400 Block Penn Ave Pittsburgh, PA 15206",Y,Bloomfield,5,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 2903 False Imprisonment. / 907 Possessing Instruments of Crime.,809,,,-79.936415907961,40.464441156581
926,173761160,18042080,6,2018-03-05T16:22:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,,,-79.9930744080926,40.4149832968106
927,172710716,18029801,99,2018-02-15T21:28:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,,,-79.8927981107979,40.4496466570257
928,172711236,18029598,6,2018-02-15T17:08:00,"Penn Ave & N Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,809,,,-79.9411356682534,40.4647448608666
929,172749883,18030291,6,2018-02-15T16:00:00,"3800 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",405,,,-79.9567061958577,40.4415138496593
930,174007214,18043892,99,2018-03-08T11:57:00,"300 Block Winston St Pittsburgh, PA 15207",N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1515,,,-79.9391617353402,40.4049351124665
931,174013188,18044027,10,2018-03-05T20:04:00,"5th Ave & Wood St Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,,,-80.0003909959069,40.4407394915601
932,174021413,18044167,99,2018-03-08T20:06:00,"7100 Block Churchland St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,AIDED CASE,9497 Aided Case,1201,,,-79.8967487973421,40.4709990827855
933,174027155,18044097,0,2018-03-08T17:54:00,"6000 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,99,13(a)(33) Paraphernalia - Delivery or Intent to Deliver,1113,,,-79.9210683466406,40.469644025677
934,174038436,18044401,14,2018-03-08T13:30:00,"300 Block Ivondale St Pittsburgh, PA 15207",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief.,1516,,,-79.9479345365335,40.4264756043472
935,174039553,18044407,27,2018-03-09T07:30:00,"100 Block Anderson St Pittsburgh, PA 15212",N,North Shore,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2205,,,-79.9993585190021,40.4486304032747
936,174041143,18044413,0,2018-03-09T08:20:00,"11th St & Smallman St Pittsburgh, PA 15222",N,Strip District,2,99,1786 Required Financial Responsibility.,203,,,-79.9941320224636,40.4456472848545
937,174043666,18044429,27,2018-03-09T08:00:00,"Ossipee St & Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,506,,,-79.9631931081558,40.4526321535621
938,174043674,18035818,21,2018-02-24T10:33:00,"600 Block S 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I / 3301 Driving on Right Side of Roadway. / 3802(a)(1) DUI - General Impairment,1706,,,-79.9963009852286,40.4346965877756
939,174044180,18044441,27,2018-03-08T21:00:00,"Melvin St & Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,,,-79.9241958601643,40.4315773084389
940,174045845,18044453,11,2018-03-09T04:00:00,"600 Block Berwin Ave Pittsburgh, PA 15226",N,Brookline,6,CREDIT CARDS,4106 Access Device Fraud,1919,,,-80.0195195957097,40.3979361618846
941,174048568,18044463,0,2018-03-09T10:21:00,"300 Block Stratford Ave Pittsburgh, PA 15232",Y,Friendship,5,99,9999 9999 - (Misc. Incident): Landlord/Tenant Dispute,807,,,-79.9336051912526,40.460951896902
942,174049678,18044476,27,2018-03-09T09:30:00,"100 Block Oakville Dr Pittsburgh, PA 15220",N,Banksville,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2023,,,-80.0414336364925,40.4173490635445
943,174071662,18044564,11,2018-03-09T14:15:00,"80 Block Haberman Ave Pittsburgh, PA 15211",N,Mount Washington,3,IDENTITY THEFT,4120 Identity Theft,1807,,,-80.0027749005829,40.4237685814431
944,172775473,18030776,10,2018-02-17T04:50:00,"1000 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,,,-79.9955317205164,40.444419827841
945,172781402,18030806,99,2018-02-17T07:30:00,"6400 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1414,,,-79.9184244938574,40.4281955420671
946,172787109,18030878,6,2018-02-17T10:34:00,"700 Block S Braddock Ave Pittsburgh, PA 15221",N,Regent Square,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1410,,,-79.8344622928483,40.3989568442467
947,172789879,18030906,6,2018-02-17T12:00:00,"10 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1914,,,-80.0072932881523,40.4288859278874
948,172791775,18030345,14,2018-02-16T16:14:00,"4700 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",804,,,-79.9501637906762,40.4539963705398
949,172792546,18030956,99,2018-02-17T13:00:00,"800 Block Vinial St Pittsburgh, PA 15212",N,Troy Hill,1,FOUND PROPERTY,9489 Found Property,2406,,,-79.9917146785331,40.4570805227249
984,-3194000273,18042630,99,2018-03-06T13:45:00,"90 Block Hornaday Rd Pittsburgh, PA 15210",N,Carrick,3,AIDED CASE,9497 Aided Case,2902,,,-79.984798317226,40.3947568713229
950,172802112,18031102,6,2018-02-17T17:56:00,"Washington Pl & 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,,,-79.9908469189928,40.438801706741
951,172811875,18031397,6,2018-02-18T02:00:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,,,-79.9818690076802,40.4285852039836
952,174138957,18046049,6,2018-03-11T19:31:00,"30 Block Mullooly St Pittsburgh, PA 15227",N,Overbrook,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3204,,,-79.9913751841916,40.3797229129828
953,174140557,18046107,17,2018-03-11T21:28:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
954,174142442,18046104,4,2018-03-11T21:24:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,AGG-ASSAULT,"2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",1702,,,-79.9851751116479,40.428606966018
955,174146132,18045064,23,2018-03-10T06:17:00,"1600 Block Saw Mill Run Blvd Pittsburgh, PA 15210",Y,Carrick,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,2901,,,-79.9998956010315,40.3977829958613
956,174176700,18046438,0,2018-03-12T13:05:00,"3900 Block Vincent St Pittsburgh, PA 15214",Y,Perry North,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Child Custody Dispute,2602,,,-80.0015277437987,40.4199362867697
957,-2903001061,18046584,99,2018-03-12T16:37:00,"300 Block Grace St Pittsburgh, PA 15211",Y,Mount Washington,3,AIDED CASE,9497 Aided Case,1914,,,-80.0108209213403,40.4309057695915
958,174199119,18046755,6,2018-03-12T20:57:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2609,,,-79.9994730748032,40.4757439823247
959,174199492,18046631,11,2018-03-12T17:00:00,"500 Block Elmer L Williams Sq Pittsburgh, PA 15206",N,Larimer,5,IDENTITY THEFT,4120 Identity Theft,1204,,,-79.9090811599778,40.4619070345035
960,174205784,18046790,10,2018-03-12T21:58:00,"300 Block N St Clair St Pittsburgh, PA 15206",Y,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children. / 907 Possessing Instruments of Crime.,1115,,,-79.9308403681458,40.4599735821413
961,174207559,18046878,0,2018-03-13T03:10:00,"200 Block Four Mile Run Rd Pittsburgh, PA 15213",Y,Greenfield,4,99,9093 Indirect Criminal Contempt,1516,,,-79.9499950059675,40.4272511388186
962,173038329,18033685,99,2018-02-21T13:23:00,"600 Block Suismon St Pittsburgh, PA 15212",N,East Allegheny,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2304,,,-79.9996255970769,40.4554245858585
963,173041481,18033795,0,2018-02-21T16:11:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): Possible Retail Theft,2715,,,-80.0307637118205,40.4756397749082
964,173067176,18034093,27,2018-02-20T20:30:00,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2018,,,-80.0540578402899,40.4533676029965
965,173067339,18034107,99,2018-02-22T00:28:00,"100 Block Penfort St Pittsburgh, PA 15214",N,Northview Heights,1,AIDED CASE,9497 Aided Case,2609,,,-80.002822219962,40.473349600095
966,173070184,18034108,99,2018-02-22T00:15:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2708,,,-80.0351947462647,40.4832465550968
967,174186651,18046579,6,2018-03-12T16:45:00,"700 Block North Point Dr Pittsburgh, PA 15233",N,Chateau,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2108,,,-80.0267052331834,40.4486725634568
968,174188128,18046594,0,2018-03-12T17:00:00,"300 Block S Main St Pittsburgh, PA 15220",Y,West End,6,99,9093 Indirect Criminal Contempt,2019,,,-79.9579443641231,40.4673750344012
969,174189004,18046558,10,2018-03-12T16:12:00,"S 12th St & Sarah St Pittsburgh, PA 15203",Y,Central Business District,3,RESIST ARREST/OTHER LAW ENFORC,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(32) Paraphernalia - Use or Possession / 5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law  / 3543 Pedestrians Crossing at Other Than Crosswalks.",1702,,,-79.9863590325927,40.4277383219447
970,174192802,18046651,99,2018-03-12T18:30:00,"5th Ave & Wood St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,,,-80.0003909959069,40.4407394915601
971,174196647,18046541,9,2018-03-12T15:51:00,"100 Block Oakland Ave Pittsburgh, PA 15213",Y,Central Oakland,4,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(2) DUI - Drug - Impaired Ability / 5505 Public Drunkenness / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1543 Driving While Operating Privilege is Suspended or Revoked.,405,,,-79.957840380081,40.4421498569784
1646,173599181,18039486,0,2018-03-01T18:00:00,"1200 Block Spring Garden Ave Pittsburgh, PA 15212",Y,Spring Garden,1,99,9998 Overdose Other,2412,,,-79.9915215498651,40.4602683834002
972,174197015,18046698,0,2018-03-12T19:38:00,"1100 Block Highwood St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,,,-80.0252563329987,40.468392049675
973,174198879,18046706,6,2018-03-12T17:50:00,"200 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,201,,,-80.0022067932467,40.4426998342047
974,174206019,18046795,99,2018-03-12T22:11:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1803,,,-79.9935775641661,40.4215318771896
975,174222228,18046976,10,2018-03-13T08:43:00,"1200 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,1918,,,-80.0129905961948,40.3919356167794
976,174224577,18046956,99,2018-03-13T07:39:00,"2500 Block Parkhill Dr Pittsburgh, PA 15221",N,East Hills,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1306,,,-79.8732238674258,40.4561060211458
977,174230518,18045279,99,2018-03-10T16:00:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,1918,,,-80.0216923048651,40.3945831778377
978,172632779,18026064,6,2018-02-14T21:50:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1302,,,-79.89629785708,40.4573966844558
979,172680332,18029454,6,2018-02-15T13:00:00,"1200 Block River Ave Pittsburgh, PA 15212",N,Troy Hill,1,THEFT FROM AUTO,3934 Theft from Vehicle,2406,,,-79.9840719139355,40.4588349622664
980,172698562,18029624,6,2018-02-15T15:30:00,"300 Block Dengler St Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1603,,,-79.9678095837582,40.4147248663335
981,172699097,18029581,99,2018-02-15T16:40:00,"100 Block Kenova St Pittsburgh, PA 15211",Y,Mount Washington,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1807,,,-80.0043154184135,40.4258958662409
982,173775825,18042069,23,2018-03-05T16:26:00,"Edgemont St & Aztec Way Pittsburgh, PA 15211",Y,Mount Washington,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1807,,,-79.9980954000055,40.4224059404263
983,173811270,18042520,29,2018-03-06T10:55:00,"1300 Block Woodland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,LOCATED RUNAWAY - OUTSIDE CITY,0291 Located Runaway - Outside City,2715,,,-80.0302658462711,40.4692228162261
985,173852655,18042810,6,2018-03-06T18:00:00,"200 Block Kennedy Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2615,,,-80.0105327059984,40.4742599374282
986,172766015,18030467,10,2018-02-16T18:45:00,"3200 Block Dobson St Pittsburgh, PA 15219",N,Polish Hill,2,HARRASSMENT,2709 Harassment (Non-Specific),605,,,-79.9655838912032,40.4575483794219
987,172766749,18030468,10,2018-02-16T18:00:00,"200 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT,2709(a) Harassment.,507,,,-79.9497375368017,40.450178046578
988,172767233,18030466,10,2018-02-16T18:23:00,"100 Block Newburn Ave Pittsburgh, PA 15227",N,Carrick,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 3304 Criminal Mischief.,2904,,,-79.9803278237762,40.3816905666281
989,172768951,18030505,0,2018-02-16T20:47:00,"Crosstown Blvd Pittsburgh, PA 15219",Y,Central Business District,2,DUI - GENERAL IMPAIRMENT,1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment,201,,,0.0,0.0
