id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
675,Software Development in Java,Quentin Charatan,9780077097578,300,McGraw-Hill Publishing Company,2001,2,1
676,Pro Java ME MMAPI: Mobile Media API for Java Micro Edition,Vikram Goyal,9781590596395,267,Apress,2006,5,1
677,Concurrent Programming in Java: Design Principles and Patterns,Douglas Lea,9780321256171,,Addison-Wesley Professional,2007,,
678,Beginning Java Databases,"Kevin Mukhar,John  Carnell",9781861004376,973,Wrox Press,2001,8,27
679,Undocumented Secrets of MATLAB-Java Programming,Yair M. Altman,9781439869031,701,CRC Press,2011,12,5
680,Designing Enterprise Applications with the Java 2 Platform,"Nicholas Kassem,Enterprise Team",9780201702774,341,Addison-Wesley Professional,2000,6,12
681,Mastering Java Script,J. Jaworski,9780782120141,1085,Sybex,,,
682,VRaptor: Desenvolvimento ágil para web com Java,Lucas Cavalcanti,,220,Casa do Código,2013,,
683,Flucht aus Java,Gavin Black,9783257216677,,Diogenes Verlag AG,1988,,
684,Essential Java for Scientists and Engineers,Brian D. Hahn,9780750654227,338,Butterworth-Heinemann,2002,6,1
685,A Peaceful Jihad: Negotiating Identity and Modernity in Muslim Java,Ronald Lukens-Bull,9781403966605,176,Palgrave Macmillan,2005,5,13
686,Java Server Pages For Beginners,"Ivan Bayross,Cynthia Bayross,Vaishali Shah",9788184043594,815,Shroff Publishers,2007,,
687,Programming With The Java Media Framework,"Deanna Brown,Sean C. Sullivan",9780471251699,384,John Wiley & Sons,,,
688,Jasperreports 3.5 for Java Developers,David Heffelfinger,9781847198082,368,Packt Publishing,2009,8,17
689,Java Implementation Of Neural Networks,Mukarram A. Tahir,9781419665356,118,BookSurge Publishing,2007,9,27
690,Java Data Objects,Robin M. Roos,9780321123800,244,Addison-Wesley Professional,2002,10,16
691,Java for Dummies Quick Reference,"Stephen D. Lockwood,Madhu Siddalingaiah",9780764501180,224,For Dummies,1997,5,1
692,Fundamentals of Java: Introductory,"Kenneth A. Lambert,Martin Osborne",9780619059712,648,Cengage Learning,2002,5,14
693,Enterprise Java Beans By Example,Henri Jubin,9780130224750,,,,,
694,Java 1.1: No Experience Required,Steven Holzner,9780782120837,521,Sybex Inc,1997,3,1
695,A Dictionary of the Sunda Language of Java,Jonathan Rigg,9781179022932,566,Nabu Press,2011,8,30
696,Soap Programming with Java [With CDROM],William B. Brogden,9780782129281,416,Sybex,2002,1,18
697,The Cucumber for Java Book,"Seb Rose,Matt Wynne,Aslak Hellesoy",,250,Pragmatic Programmer,2014,9,3
698,Brilliant Java Script,Ken Bluttman,9780273721536,276,Pearson Prentice Hall,2009,1,1
699,Using Java 1.2,Mike  Morgan,9780789716279,843,Que,1998,6,30
700,Industrial Strength Java: With CDROM,"Luke Cassady-Dorian,Luke Cassady-Dorian",9781562056346,842,New Riders Publishing,1997,2,1
701,Java Programming - A Beginner's Course,Noel Kalicharan,9781438265186,312,CreateSpace,2008,8,15
702,Program Generators with  XML and Java,J. Craig Cleaveland,9780130258786,448,Prentice Hall PTR,2001,2,7
703,Jewel of the Java Sea,Dan Cushman,9780783884943,245,Thorndike Press,1999,2,1
704,Core Java vol 1,HORSTMANN,9788131719459,,,,,
705,Pure Java 2 (Pure),Kenneth Litwak,9780672316548,816,Sams,1999,12,22
706,Java Interview Bootcamp,Sam Atkinson,,106,,2015,2,28
707,Core Java Web Server,Chris Taylor,9780130805591,608,Prentice Hall,1998,11,20
708,Java Fundamental Classes Reference,"Jonathan Knudsen,Mark Grand",9781565922419,1111,O'Reilly Media,1997,5,8
709,Foundations of Java for ABAP Programmers,Alistair Rooney,9781590596258,196,Apress,2006,3,1
710,Learning Java Through Games,Lubomir Stanchev,9781466593312,386,CRC Press,2013,11,12
711,Java Media APIs,Alejandro Terrazas,9780672320941,700,Sams,2002,12,6
712,Java Programming by Example,"Rajiv Sharma,Vivek Sharma",9780521644426,446,Cambridge University Press,1998,11,13
713,XML Development with Java 2,"Michael C. Daconta,Al Saganich",9780672316531,800,Sams,2000,10,18
714,Java Persistence with Mybatis 3,K. Siva Prasad Reddy,9781299688612,133,Packt Publishing,2014,5,22
715,Java Security Solutions,"Rich Helton,Johennie Helton",9780764549281,720,John Wiley & Sons,2002,9,5
716,Test Automation Using Selenium Webdriver with Java: Step by Step Guide,Navneesh Garg,9780992293512,406,Test Automation Using Selenium with Java,2014,12,11
717,Essential Java 3D Fast: Developing 3D Graphics Applications in Java,Ian Palmer,9781852333942,279,Springer,2001,5,8
718,An Introduction to Programming and Object-Oriented Design Using Java,"Jaime Nino,Frederick A. Hosch",9780471354895,768,Wiley,2001,5,23
719,"Web Development with Java: Using Hibernate, JSPs and Servlets",Tim Downey,9781846288623,288,Springer,2007,9,1
720,Java(tm) Look and Feel Design Guidelines [With CDROM],Sun Microsystems,9780201725889,416,Addison-Wesley Professional,2001,3,9
721,Java Programs to Accompany Programming Logic and Design,Jo Ann Smith,9780619160258,144,Course Technology,2004,5,17
722,Java 2 Core Language Little Black Book,Alain Trottier,9781932111668,440,Paraglyph Press,2002,8,1
723,Elements of Programming Interviews in Java: The Insiders' Guide,"Adnan Aziz,Tsung-Hsien Lee,Amit Prakash",9781517435806,544,Createspace Independent Publishing Platform,2015,9,19
724,Java: A Beginner's Guide to Learning the Basics of Java Programming,James       Patterson,,123,,2016,1,11
725,Learn Java Fast! A Quick Guide to Java Programming,Stephen Peers,,,,2013,2,23
726,Java How To: The Definitive Java Problem Solver,"Madhu Siddalingaiah,Stephen D. Lockwood,Madhu Siddalingalah",9781571690357,,,,,
727,Java.: Learn Java Step by Step with Fun.,Harry H. Chaudhary,9781499650846,830,Createspace,2014,5,21
728,Village Java under the Cultivation System 1830 - 1870,R.E. Elson,9781863736565,532,Asian Studies Association of Australian and Allen & Unwin,1994,12,31
729,Java.: Teach Yourself Core Java in 21 Days.,Harry H. Chaudhary,9781499643015,830,Createspace,2014,5,21
730,The Java Tutorial: A Short Course on the Basics (Java Series),"Raymond Gallardo,Scott Hommel,Sowmya Kannan,Joni Gordon,Sharon Biocca Zakhour",,860,Addison-Wesley Professional,2014,12,3
731,Java Primer: A solid introduction to the fundamentals of Java programming,Andrew D. Hoffman,,45,,2014,3,12
732,Java Foundation Classes (Mcgraw-Hill Java Masters),Matthew T. Nelson,9780079137586,576,Computing Mcgraw-Hill,1998,5,6
733,Java 8: Fundamental principles of Java programming,Kevin Lynch,,64,,2015,2,9
734,Data Mining: Practical Machine Learning Tools and Techniques with Java Implementations,"Ian H. Witten,Eibe Frank",9781558605527,371,Morgan Kaufmann Publishers,1999,10,25
735,A Comprehensive Introduction to Object-Oriented Programming with Java,C. Thomas Wu,9780073317083,1189,McGraw-Hill Higher Education,2007,2,13
736,Bluetooth Application Programming with the Java APIs,"C. Bala Kumar,Paul J. Kline,Timothy J. Thompson",9781558609341,498,Morgan Kaufmann Publishers,2003,10,1
737,"The Art of Southeast Asia: Cambodia, Vietnam, Thailand, Laos, Burma, Java, Bali (World of Art)",Philip S. Rawson,9780500200605,288,Thames & Hudson,1990,9,1
738,Java Programming 10-Minute Solutions,Mark   Watson,9780782142853,318,Sybex,2004,2,1
739,Concepts of Programming Language [with On to Java],Robert W. Sebesta,9780201873986,,Not Avail,1998,8,1
740,Java 7 New Features Cookbook,"Richard M. Reese,Jennifer L. Reese",9781849685627,384,Packt Publishing,2012,2,2
741,Essential Java Style: Patterns for Implementation,Jeff Langr,9780130850867,277,Prentice Hall PTR,1999,8,16
742,Object-Oriented Programming with Java: An Introduction,David Barnes,9780130869005,1028,Prentice Hall,2000,1,18
743,Java Network Programming and Distributed Computing,"David Reilly,Michael Reilly",9780201710373,496,Addison-Wesley Professional,2002,4,4
744,Java Programming for the Absolute Beginner (For the Absolute Beginner (Series).),Joseph P. Russell,9780761535225,528,Course Technology PTR,2002,8,1
745,Google Web Toolkit: Gwt Java Ajax Programming,"Prabhakar, Chaganti",9781847191007,248,Packt Publishing,2007,2,15
746,"Advanced Programming In Java 2 , Updated To J2 Se6",K. Somasundaram,9788179928882,,,,,
747,Enterprise J2ME: Developing Mobile Java Applications,Michael Juntao Yuan,9780131405301,,Prentice Hall PTR,2003,11,2
748,Google App Engine Java and GWT Application Development,"Daniel Guermeur,A. Unruh",9781849690447,480,Packt Publishing,2010,11,24
749,"Pro Java 6 3D Game Development: Java 3D, JOGL, JInput and JOAL APIs",Andrew Davison,9781590598177,498,Apress,2007,4,1
750,Introduction to Programming with Greenfoot: Object-Oriented Programming in Java with Games and Simulations,Michael Kölling,9780136037538,216,Pearson,2009,8,21
751,Real World Java Ee Night Hacks Dissecting The Business Tier,Adam Bien,9781447672319,168,Lulu.com,2011,6,29
752,"Graphic Java 2, Volume 2: Swing (3rd Edition)",David Geary,9780130796677,1622,Prentice Hall PTR,1999,3,22
753,Oracle Database Programming Using Java and Web Services,"Kuassi Mensah,Thomas Kyte",9781555583293,1087,Digital Press,2006,7,1
754,Developing Enterprise Java Applications with J2ee(tm) and UML,"Khawar Zaman Ahmed,Ahmed, Khawar Zaman / Umrysh, Cary E. Ahmed, Khawar Zaman / Umrysh, Cary E.,Cary E. Umrysh",9780201738292,368,Addison-Wesley Professional,2001,10,27
755,"Eclipse Rich Client Platform: Designing, Coding, and Packaging Java¿ Applications","Jeff McAffer,Jean-Michel Lemieux",9780321334619,552,Addison-Wesley Professional,2005,10,21
756,The Java Tutorial for the Real World,Yakov Fain,9780971843905,304,"Smart Data Processing, Inc.",2002,8,13
757,Java Programmer's Pocket Reference,Herbert Schildt,9780078823688,325,Osborne Publishing,1997,7,1
758,Pascin: La Java Bleue,Joann Sfar,9788496427396,80,Ponent Mon,2006,11,
759,The Java Enterprise CD Bookshelf,"O'Reilly Media Inc.,O'Reilly Media Inc.",9781565928503,622,O'Reilly Media,2000,12,8
760,Java: First Contact,"Roger Garside,John Mariani",9781850323167,660,Course Technology,1997,9,4
761,Java Programming with Oracle SQLJ,Jason Price,9780596000875,400,O'Reilly Media,2001,9,3
762,Java 7: A Comprehensive Tutorial,Budi Kurniawan,9780980839661,850,BrainySoftware,2014,5,15
763,Fair Wind To Java,Garland Roark,,383,Doubleday & Company,1948,,
764,Image Processing In Java,Douglas A. Lyon,9780139745775,,,,,
765,Learn Java Programming - simpleNeasyBook,WAGmob,,239,WAGmob,2013,11,26
766,Wilhelmina: Kampkind Op Java,Mari'el Le Roux,9781869191627,277,Protea Boekhuis,2007,1,1
767,Java 2 Micro Edition,"James     White,David Hemphill,David A. Hemphill",9781930110335,504,Manning Publications,2002,4,1
768,Java: An Introduction to Computing,"Joel Adams,Larry R. Nyhoff",9780130142511,945,Prentice Hall,2001,1,2
769,Jasperreports 3.5 for Java Developers,David R. Heffelfinger,9781847198099,369,Packt Publishing,2009,8,13
770,Java Distributed Objects,"Bill McCarty,Luke Cassady-Dorion",9780672315374,1000,Sams Publishing,1998,12,22
771,Professional Java Data,"Danny Ayers,John Bell,Glenn E. Mitchell,Carl Bettis",9781861004109,1320,Wrox Press,2001,5,24
772,Java Oracle Database Development,David Gallardo,9780130462183,420,Prentice Hall PTR,2002,12,30
773,Multithreaded Programming with Java Technology,"Bil Lewis,Sun Microsystems Press,Daniel J. Berg",9780130170071,461,Prentice Hall,1999,12,27
774,The Java 3D API Specification,"Michael Deering,Kevin Rushforth",9780201325768,482,Addison Wesley Publishing Company,1997,12,1
775,Core Java Career Essentials,"Arulkumaran Kumaraswamipillai,Mrs Sivayini Arulkumaran",,542,CreateSpace Independent Publishing Platform,2011,7,20
776,Debugging Java: Troubleshooting for Programmers,Will David Mitchell,783254033764,480,McGraw-Hill Companies,2000,7,1
777,Data Structures with Java,"William H. Ford,William R. Topp",9780130477248,1024,Prentice Hall,2005,12,1
778,Jxta: Java P2P Programming,"Nitin Borwankar,Darren Govoni,Navaneeth Krishnan",9780672323669,432,Sams Publishing,2002,4,1
779,Java Websocket Programming,Danny Coward,9780071827188,256,McGraw-Hill Education,2013,10,7
780,Restful Java Web Services,Jose Sandoval,9781847196477,259,Packt Publishing,2009,11,11
781,Desktop Java Live,Scott Delap,9780974884332,366,SourceBeat,2005,9,
782,Java bez předchozích znalostí,Jim Keogh,,280,,2005,,
783,Invitation to Computer Science: Java Version,"G. Michael Schneider,Judith L. Gersting",9781423901433,720,Course Technology,2006,2,3
784,Java 2 Certification Training Guide,Jamie Jaworski,9781562059507,612,New Riders Publishing,1999,7,20
785,Java Elearning Kit for Dummies,John Paul Mueller,9781118098783,448,For Dummies,2014,4,21
786,The Complete Idiot's Guide to Java 2,Michael Morrison,9780789721310,336,Alpha,1999,6,1
787,Herb Schildt's Java Programming Cookbook,Herbert Schildt,9780072263152,524,McGraw-Hill/Osborne Media,2007,11,1
788,Java Card for E-Payment Applications,Vesna Hassler,9781580532914,384,Artech House Publishers,2001,10,31
789,Knights Of The Dinner Table: The Java Joint,"Jolly R. Blackburn,John O'Neill,Steve Johansson",9781594591259,65,Kenzer and Co.,2011,7,1
790,Object-Oriented Design with UML and Java,"Kenneth Barclay,John Savage",9780750660983,,Butterworth-Heinemann,2004,2,10
791,Apprenez à Programmer En Java,Cyrille Herby,,661,,2011,,
792,Java Script Guias De Aprendizaje,"Tom Negrino,Dori Smith",9788420532264,,,,,
793,An Extra Shot From the Java Man (Java Man #0.5),Harris Gray,,,Smashwords Edition,2013,11,22
794,Sufism in Java: The Role of the Pesantren in the Maintenance of Sufism in Java,Zulkifli,9789798116636,105,Indonesian-Netherlands Cooperation in Islamic Studies,2002,,
795,"Java 1.2 Unleashed [With Includes 20 Custom Java Applications, Examples...]",Jamie Jaworksi,9781575213897,1400,Sams,1998,9,1
796,"Ocm Java Ee 6 Enterprise Architect Exam Guide (Exams 1z0-807, 1z0-865 & 1z0-866)","Paul Allen,Joseph J. Bambara",9780071826785,672,McGraw-Hill/Osborne Media,2014,8,7
797,Introduction to Computer Graphics: Using Java 2D and 3D,Frank Klawonn,9781846288470,283,Springer,2008,1,1
798,Practical Java EE 7 Development on WildFly,Francesco Marchioni,,345,ITBuzzPress,2014,6,21
799,Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies,Jim Keogh,9780764508813,408,For Dummies,2001,10,15
800,Learning Android: Develop Mobile Apps using Java and Eclipse,"Marko Gargenta,Masumi Nakamura",9781449319236,288,O'Reilly Media,2014,2,3
801,OCA/OCP Java SE 7 Programmer I & II Study Guide (Exams 1Z0-803 & 1Z0-804) (Certification Press),"Kathy Sierra,Bert Bates",,888,McGraw-Hill Education,2014,10,28
802,"Building Imaging Applications with Java Technology: Using AWT Imaging, Java 2D, and Java Advanced Imaging (Jai)",Lawrence H. Rodrigues,9780201700749,512,Addison-Wesley Professional,2001,6,6
803,Expert Oracle and Java Security: Programming Secure Oracle Database Applications with Java,David Coffin,9781430238317,472,Apress,2011,9,27
804,Core Java Volume I--Fundamentals (9th Edition): 1 (Core Series) [Kindle Edition],"Cay S. Horstmann,Gary Cornell",,1008,Prentice Hall,2012,11,27
805,Real World Java EE Patterns--Rethinking Best Practices,Adam Bien,,432,http://press.adam-bien.com,2012,10,31
806,Computing with Java,Art Gittleman,9781576760598,736,Addison Wesley Longman,2005,5,3
807,Java 2,Ralf Jesse,9783826681448,,,,,
808,Java 2,Jose Rafael Garcia-Bermejo,9788420531533,0,Prentice Hall,2003,9,28
809,Java Script,Ralph Steyer,9783827324665,,,,,
810,Introduction to Java,Stephen J. Chapman,9780139194160,344,Prentice Hall,1999,6,23
811,The Java Man,Sean Martin Blain,9780718139148,,,,,
812,Imparare Java,Ivan Venuti,,120,Edizioni Master,2006,,
813,Temples of Java,Ariswara,9789798114816,117,Intermasa,1992,,
814,Java How to Program (Early Objects),"Deitel Paul,Deitel Harvey",9788120350649,1240,Pearson,2014,11,14
815,Java and Databases,Stephen M. Gorman,9781903996157,128,Elsevier Science & Technology,2004,2,1
816,Ajax on Java,Steven Douglas Olson,,240,,,,
817,Java Ee 7 First Look,Ndjobo Armel Fabrice,9781849699235,188,Packt Publishing,2013,11,22
818,Batik: From the Courts of Java and Sumatra,"Rudolf G. Smend,Rudolf G. Smend,Brigitte Khan Majlis,Harmen C. Veldhuisen",9780794602710,96,Periplus Editions (HK) ltd.,2004,8,15
819,Java Look and Feel Design Guidelines,Sun Microsystems,9780201615852,231,Addison Wesley Publishing Company,1999,6,1
820,Android Application Development for Java Programmers,James Sheusi,9781133593546,320,Cengage Learning,2012,1,30
821,Programming Neural Networks with Encog3 in Java,Jeff Heaton,,231,"Heaton Research, Inc.",2011,10,2
822,Professional Java EE Design Patterns,"Murat Yener,Alex Theedom",9781118843413,264,Wrox Press,2015,1,12
823,Implementing SOA Using Java EE,"B.V. Kumar,Tony Ng",9780321492159,351,Addison-Wesley Professional,2009,12,1
824,Beginning Java 2 JDK 1.3 Edition (Programmer to Programmer),Ivor Horton,9781861003669,1000,Peer Information Inc.,2000,3,1
825,"Java Practice Questions: Oracle Certified Associate, Java SE 7 Programmer (OCAJ)",Esteban Herrera,9781484042304,302,CreateSpace Independent Publishing Platform,2013,6,4
826,Pemrograman Database Menggunakan Java & MySQL untuk Pemula,Supriyatno,,308,mediakita,,,
827,"The Java(tm) Class Libraries, Volume 2: Java.Applet, Java.AWT, Java.Beans","Patrick Chan,Rosanna Lee",9780201310030,,Addison-Wesley Professional,1997,10,21
828,XML and Java: Developing Web Applications [With CDROM],"Hiroshi Maruyama,Naohiko Uramoto,Kent Tamura",9780201485431,386,Addison-Wesley Professional,1999,5,10
829,JBoss Seam: Simplicity and Power Beyond Java EE,Michael Juntao Yuan,9780131347960,402,Prentice Hall PTR,2007,6,1
