code_module,code_presentation,id_student,gender,region,highest_education,age_band,disability,wscore,sum_click
CCC,2014B,625745,M,South West Region,A Level or Equivalent,0-35,N,13.58,4035
CCC,2014B,625782,M,London Region,A Level or Equivalent,0-35,N,5.0025,1796
CCC,2014B,625782,M,London Region,A Level or Equivalent,0-35,N,54,1796
CCC,2014B,625782,M,London Region,A Level or Equivalent,0-35,N,11.44,1796
CCC,2014B,625790,M,South Region,Lower Than A Level,0-35,N,0,366
CCC,2014B,625790,M,South Region,Lower Than A Level,0-35,N,0.54,366
CCC,2014B,625822,M,Scotland,Post Graduate Qualification,35-55,N,6.145,2169
CCC,2014B,625822,M,Scotland,Post Graduate Qualification,35-55,N,96,2169
CCC,2014B,625838,M,East Anglian Region,A Level or Equivalent,0-35,N,6.015,4469
CCC,2014B,625838,M,East Anglian Region,A Level or Equivalent,0-35,N,82,4469
CCC,2014B,625838,M,East Anglian Region,A Level or Equivalent,0-35,N,17.27,4469
CCC,2014B,625953,M,London Region,HE Qualification,35-55,N,2.815,734
CCC,2014B,625953,M,London Region,HE Qualification,35-55,N,8.1,734
CCC,2014B,625975,M,West Midlands Region,A Level or Equivalent,0-35,Y,0.8,193
CCC,2014B,625975,M,West Midlands Region,A Level or Equivalent,0-35,Y,3.06,193
CCC,2014B,626183,M,East Anglian Region,Lower Than A Level,0-35,N,4.533333333,626
CCC,2014B,626183,M,East Anglian Region,Lower Than A Level,0-35,N,38,626
CCC,2014B,626183,M,East Anglian Region,Lower Than A Level,0-35,N,10.88,626
CCC,2014B,626252,F,South East Region,A Level or Equivalent,0-35,N,6.25,2238
CCC,2014B,626252,F,South East Region,A Level or Equivalent,0-35,N,100,2238
CCC,2014B,626252,F,South East Region,A Level or Equivalent,0-35,N,20.79,2238
CCC,2014B,626417,M,Wales,Lower Than A Level,0-35,N,1.4,373
CCC,2014B,626417,M,Wales,Lower Than A Level,0-35,N,7.74,373
CCC,2014B,626501,M,East Anglian Region,HE Qualification,35-55,N,5.7925,707
CCC,2014B,626501,M,East Anglian Region,HE Qualification,35-55,N,84,707
CCC,2014B,626516,M,East Midlands Region,Lower Than A Level,35-55,N,0,144
CCC,2014B,626614,M,Scotland,HE Qualification,0-35,N,4.77,1703
CCC,2014B,626614,M,Scotland,HE Qualification,0-35,N,15.085,1703
CCC,2014B,626714,M,West Midlands Region,A Level or Equivalent,0-35,N,3.963333333,669
CCC,2014B,626714,M,West Midlands Region,A Level or Equivalent,0-35,N,30,669
CCC,2014B,626714,M,West Midlands Region,A Level or Equivalent,0-35,N,11.92,669
CCC,2014B,626763,M,West Midlands Region,A Level or Equivalent,0-35,N,5.195,3150
CCC,2014B,626763,M,West Midlands Region,A Level or Equivalent,0-35,N,84,3150
CCC,2014B,626857,F,East Anglian Region,A Level or Equivalent,0-35,N,4.54,1570
CCC,2014B,626857,F,East Anglian Region,A Level or Equivalent,0-35,N,30,1570
CCC,2014B,626857,F,East Anglian Region,A Level or Equivalent,0-35,N,11.56,1570
CCC,2014B,626862,M,East Anglian Region,HE Qualification,0-35,N,5.785,2123
CCC,2014B,626862,M,East Anglian Region,HE Qualification,0-35,N,94,2123
CCC,2014B,626877,M,West Midlands Region,A Level or Equivalent,0-35,N,3.623333333,633
CCC,2014B,626877,M,West Midlands Region,A Level or Equivalent,0-35,N,32,633
CCC,2014B,626877,M,West Midlands Region,A Level or Equivalent,0-35,N,13.18,633
CCC,2014B,626906,M,South Region,Lower Than A Level,0-35,N,1.2,134
CCC,2014B,626998,M,Yorkshire Region,HE Qualification,0-35,N,5.63,766
CCC,2014B,626998,M,Yorkshire Region,HE Qualification,0-35,N,68,766
CCC,2014B,626998,M,Yorkshire Region,HE Qualification,0-35,N,15.985,766
CCC,2014B,627066,M,Scotland,A Level or Equivalent,0-35,N,2.11,276
CCC,2014B,627066,M,Scotland,A Level or Equivalent,0-35,N,5.15,276
CCC,2014B,627136,M,East Midlands Region,A Level or Equivalent,0-35,N,5.8375,1263
CCC,2014B,627136,M,East Midlands Region,A Level or Equivalent,0-35,N,98,1263
CCC,2014B,627136,M,East Midlands Region,A Level or Equivalent,0-35,N,17.35,1263
CCC,2014B,627168,M,East Anglian Region,Lower Than A Level,0-35,N,1.2,321
CCC,2014B,627168,M,East Anglian Region,Lower Than A Level,0-35,N,7.2,321
CCC,2014B,627253,M,Yorkshire Region,A Level or Equivalent,0-35,N,6.005,915
CCC,2014B,627253,M,Yorkshire Region,A Level or Equivalent,0-35,N,96,915
CCC,2014B,627253,M,Yorkshire Region,A Level or Equivalent,0-35,N,14.755,915
CCC,2014B,627343,F,South West Region,Lower Than A Level,0-35,N,5.97,1497
CCC,2014B,627343,F,South West Region,Lower Than A Level,0-35,N,46,1497
CCC,2014B,627343,F,South West Region,Lower Than A Level,0-35,N,15.92,1497
CCC,2014B,627348,M,North Western Region,A Level or Equivalent,0-35,N,4.98,942
CCC,2014B,627348,M,North Western Region,A Level or Equivalent,0-35,N,80,942
CCC,2014B,627374,M,West Midlands Region,Lower Than A Level,0-35,N,3.725,719
CCC,2014B,627374,M,West Midlands Region,Lower Than A Level,0-35,N,42,719
CCC,2014B,627374,M,West Midlands Region,Lower Than A Level,0-35,N,13.42,719
CCC,2014B,627386,M,Scotland,A Level or Equivalent,0-35,N,2.29,242
CCC,2014B,627386,M,Scotland,A Level or Equivalent,0-35,N,10.78,242
CCC,2014B,627387,M,West Midlands Region,HE Qualification,0-35,N,3.5525,473
CCC,2014B,627387,M,West Midlands Region,HE Qualification,0-35,N,56,473
CCC,2014B,627387,M,West Midlands Region,HE Qualification,0-35,N,7.98,473
CCC,2014B,627399,F,North Western Region,A Level or Equivalent,0-35,N,5.415,6587
CCC,2014B,627399,F,North Western Region,A Level or Equivalent,0-35,N,84,6587
CCC,2014B,627399,F,North Western Region,A Level or Equivalent,0-35,N,15.325,6587
CCC,2014B,627435,F,East Anglian Region,Lower Than A Level,0-35,N,0.6,472
CCC,2014B,627500,M,South Region,Lower Than A Level,0-35,N,0.8,228
CCC,2014B,627500,M,South Region,Lower Than A Level,0-35,N,0,228
CCC,2014B,627520,M,Scotland,HE Qualification,0-35,N,0,136
CCC,2014B,627520,M,Scotland,HE Qualification,0-35,N,0.72,136
CCC,2014B,627635,M,West Midlands Region,A Level or Equivalent,0-35,N,0.4,96
CCC,2014B,627691,M,Ireland,HE Qualification,35-55,N,5.1375,2628
CCC,2014B,627691,M,Ireland,HE Qualification,35-55,N,60,2628
CCC,2014B,627691,M,Ireland,HE Qualification,35-55,N,14.215,2628
CCC,2014B,627711,M,West Midlands Region,A Level or Equivalent,0-35,N,4.195,880
CCC,2014B,627711,M,West Midlands Region,A Level or Equivalent,0-35,N,14.81,880
CCC,2014B,627747,M,South East Region,A Level or Equivalent,35-55,N,5.4375,1182
CCC,2014B,627747,M,South East Region,A Level or Equivalent,35-55,N,84,1182
CCC,2014B,627750,F,Scotland,HE Qualification,0-35,N,3.1,516
CCC,2014B,627750,F,Scotland,HE Qualification,0-35,N,40,516
CCC,2014B,627750,F,Scotland,HE Qualification,0-35,N,11.265,516
CCC,2014B,627784,M,London Region,A Level or Equivalent,0-35,N,3.573333333,657
CCC,2014B,627784,M,London Region,A Level or Equivalent,0-35,N,7.02,657
CCC,2014B,627907,M,South Region,Lower Than A Level,0-35,N,0.6,165
CCC,2014B,627933,M,Scotland,A Level or Equivalent,0-35,Y,2.813333333,583
CCC,2014B,627933,M,Scotland,A Level or Equivalent,0-35,Y,58,583
CCC,2014B,627933,M,Scotland,A Level or Equivalent,0-35,Y,10.85,583
CCC,2014B,627947,F,South Region,A Level or Equivalent,35-55,N,1.6,1304
CCC,2014B,628029,F,North Western Region,A Level or Equivalent,0-35,N,5.305,1090
CCC,2014B,628029,F,North Western Region,A Level or Equivalent,0-35,N,17.34,1090
CCC,2014B,628086,M,East Midlands Region,A Level or Equivalent,35-55,N,5.5275,2239
CCC,2014B,628086,M,East Midlands Region,A Level or Equivalent,35-55,N,84,2239
CCC,2014B,628086,M,East Midlands Region,A Level or Equivalent,35-55,N,17.615,2239
CCC,2014B,628090,M,Yorkshire Region,HE Qualification,0-35,N,2.703333333,451
CCC,2014B,628090,M,Yorkshire Region,HE Qualification,0-35,N,4.14,451
CCC,2014B,628122,F,Scotland,HE Qualification,0-35,N,1.6,194
CCC,2014B,628157,F,North Western Region,A Level or Equivalent,0-35,N,5.8475,1702
CCC,2014B,628157,F,North Western Region,A Level or Equivalent,0-35,N,98,1702
CCC,2014B,628157,F,North Western Region,A Level or Equivalent,0-35,N,17.845,1702
CCC,2014B,628214,M,South East Region,Lower Than A Level,0-35,N,0.6,85
CCC,2014B,628293,M,West Midlands Region,HE Qualification,0-35,N,4.4725,1576
CCC,2014B,628293,M,West Midlands Region,HE Qualification,0-35,N,48,1576
CCC,2014B,628293,M,West Midlands Region,HE Qualification,0-35,N,15.5,1576
CCC,2014B,628366,M,Scotland,Lower Than A Level,0-35,N,0.8,227
CCC,2014B,628383,M,London Region,HE Qualification,0-35,N,5.2425,9046
CCC,2014B,628383,M,London Region,HE Qualification,0-35,N,80,9046
CCC,2014B,628383,M,London Region,HE Qualification,0-35,N,15.435,9046
CCC,2014B,628506,M,East Anglian Region,A Level or Equivalent,0-35,N,3.2875,823
CCC,2014B,628506,M,East Anglian Region,A Level or Equivalent,0-35,N,70,823
CCC,2014B,628506,M,East Anglian Region,A Level or Equivalent,0-35,N,14.565,823
CCC,2014B,628527,M,Wales,A Level or Equivalent,0-35,N,3.29,467
CCC,2014B,628527,M,Wales,A Level or Equivalent,0-35,N,6.48,467
CCC,2014B,628565,M,East Anglian Region,A Level or Equivalent,0-35,N,3.33,1096
CCC,2014B,628565,M,East Anglian Region,A Level or Equivalent,0-35,N,10.54,1096
CCC,2014B,628575,M,Scotland,A Level or Equivalent,0-35,N,2.635,724
CCC,2014B,628575,M,Scotland,A Level or Equivalent,0-35,N,86,724
CCC,2014B,628575,M,Scotland,A Level or Equivalent,0-35,N,13.87,724
CCC,2014B,628663,M,North Region,Lower Than A Level,35-55,N,4.0475,871
CCC,2014B,628663,M,North Region,Lower Than A Level,35-55,N,74,871
CCC,2014B,628663,M,North Region,Lower Than A Level,35-55,N,13.525,871
CCC,2014B,628771,F,South Region,HE Qualification,0-35,N,3.745,128
CCC,2014B,628771,F,South Region,HE Qualification,0-35,N,8.46,128
CCC,2014B,629081,M,Scotland,HE Qualification,0-35,N,6.09,302
CCC,2014B,629081,M,Scotland,HE Qualification,0-35,N,10.98,302
CCC,2014B,629164,M,West Midlands Region,Lower Than A Level,0-35,N,5.915,5508
CCC,2014B,629164,M,West Midlands Region,Lower Than A Level,0-35,N,98,5508
CCC,2014B,629164,M,West Midlands Region,Lower Than A Level,0-35,N,17.78,5508
CCC,2014B,629270,M,Wales,A Level or Equivalent,0-35,N,4.32,395
CCC,2014B,629342,F,Yorkshire Region,HE Qualification,35-55,N,3.933333333,1831
CCC,2014B,629342,F,Yorkshire Region,HE Qualification,35-55,N,9.313333333,1831
CCC,2014B,629500,M,South East Region,A Level or Equivalent,0-35,N,0,153
CCC,2014B,629560,F,North Western Region,Lower Than A Level,0-35,N,1.4,432
CCC,2014B,629628,M,Yorkshire Region,Lower Than A Level,0-35,N,0,137
CCC,2014B,629654,F,South Region,A Level or Equivalent,0-35,N,3.735,922
CCC,2014B,629654,F,South Region,A Level or Equivalent,0-35,N,32,922
CCC,2014B,629654,F,South Region,A Level or Equivalent,0-35,N,8.88,922
CCC,2014B,629694,M,Wales,A Level or Equivalent,0-35,N,1,118
CCC,2014B,629696,M,Wales,HE Qualification,0-35,N,5.48,1559
CCC,2014B,629696,M,Wales,HE Qualification,0-35,N,14.39,1559
CCC,2014B,629710,M,North Region,HE Qualification,35-55,N,5.88,2879
CCC,2014B,629710,M,North Region,HE Qualification,35-55,N,96,2879
CCC,2014B,629710,M,North Region,HE Qualification,35-55,N,18.275,2879
CCC,2014B,629766,M,South East Region,Lower Than A Level,0-35,N,5.9275,1185
CCC,2014B,629766,M,South East Region,Lower Than A Level,0-35,N,76,1185
CCC,2014B,629766,M,South East Region,Lower Than A Level,0-35,N,17.12,1185
CCC,2014B,629773,M,South East Region,A Level or Equivalent,0-35,Y,1.4,124
CCC,2014B,629773,M,South East Region,A Level or Equivalent,0-35,Y,8.1,124
CCC,2014B,629798,M,South East Region,Lower Than A Level,0-35,N,3.723333333,590
CCC,2014B,629798,M,South East Region,Lower Than A Level,0-35,N,8.44,590
CCC,2014B,629862,M,West Midlands Region,Lower Than A Level,0-35,N,5.0875,2876
CCC,2014B,629862,M,West Midlands Region,Lower Than A Level,0-35,N,72,2876
CCC,2014B,629862,M,West Midlands Region,Lower Than A Level,0-35,N,8.82,2876
CCC,2014B,629890,M,London Region,A Level or Equivalent,35-55,N,3.91,339
CCC,2014B,629890,M,London Region,A Level or Equivalent,35-55,N,7.2,339
CCC,2014B,629936,M,North Western Region,Lower Than A Level,0-35,N,4.29,1063
CCC,2014B,629936,M,North Western Region,Lower Than A Level,0-35,N,10.79,1063
CCC,2014B,630005,M,Scotland,Lower Than A Level,35-55,N,7.98,640
CCC,2014B,630012,M,London Region,A Level or Equivalent,0-35,N,5.7675,1171
CCC,2014B,630012,M,London Region,A Level or Equivalent,0-35,N,94,1171
CCC,2014B,630047,M,South East Region,Lower Than A Level,0-35,N,3.815,7822
CCC,2014B,630047,M,South East Region,Lower Than A Level,0-35,N,62,7822
CCC,2014B,630086,M,Scotland,HE Qualification,0-35,N,4.2125,1371
CCC,2014B,630086,M,Scotland,HE Qualification,0-35,N,72,1371
CCC,2014B,630086,M,Scotland,HE Qualification,0-35,N,15.025,1371
CCC,2014B,630152,M,Ireland,A Level or Equivalent,0-35,N,0.6,158
CCC,2014B,630152,M,Ireland,A Level or Equivalent,0-35,N,6.66,158
CCC,2014B,630157,M,London Region,HE Qualification,0-35,N,5.17,1345
CCC,2014B,630157,M,London Region,HE Qualification,0-35,N,46,1345
CCC,2014B,630157,M,London Region,HE Qualification,0-35,N,11.86,1345
CCC,2014B,630178,M,South Region,Lower Than A Level,0-35,N,2.713333333,1258
CCC,2014B,630178,M,South Region,Lower Than A Level,0-35,N,52,1258
CCC,2014B,630178,M,South Region,Lower Than A Level,0-35,N,11.28,1258
CCC,2014B,630200,F,East Midlands Region,A Level or Equivalent,0-35,N,1.69,217
CCC,2014B,630200,F,East Midlands Region,A Level or Equivalent,0-35,N,3.73,217
CCC,2014B,630211,M,Ireland,HE Qualification,35-55,N,4.635,3117
CCC,2014B,630211,M,Ireland,HE Qualification,35-55,N,82,3117
CCC,2014B,630211,M,Ireland,HE Qualification,35-55,N,12.655,3117
CCC,2014B,630449,M,South West Region,A Level or Equivalent,0-35,N,5.12,922
CCC,2014B,630449,M,South West Region,A Level or Equivalent,0-35,N,34,922
CCC,2014B,630449,M,South West Region,A Level or Equivalent,0-35,N,11.78,922
CCC,2014B,630471,M,Yorkshire Region,A Level or Equivalent,0-35,N,1.2,79
CCC,2014B,630540,F,East Midlands Region,Lower Than A Level,0-35,N,1.76,1291
CCC,2014B,630540,F,East Midlands Region,Lower Than A Level,0-35,N,3.06,1291
CCC,2014B,630573,M,East Anglian Region,HE Qualification,0-35,N,1.2,1066
CCC,2014B,630573,M,East Anglian Region,HE Qualification,0-35,N,4.5,1066
CCC,2014B,630585,M,North Western Region,Lower Than A Level,0-35,N,1.796666667,2286
CCC,2014B,630585,M,North Western Region,Lower Than A Level,0-35,N,7.38,2286
CCC,2014B,630606,M,East Anglian Region,A Level or Equivalent,0-35,N,3.115,3103
CCC,2014B,630606,M,East Anglian Region,A Level or Equivalent,0-35,N,46,3103
CCC,2014B,630606,M,East Anglian Region,A Level or Equivalent,0-35,N,7.02,3103
CCC,2014B,630613,F,East Anglian Region,A Level or Equivalent,0-35,N,5.305,2823
CCC,2014B,630613,F,East Anglian Region,A Level or Equivalent,0-35,N,86,2823
CCC,2014B,630613,F,East Anglian Region,A Level or Equivalent,0-35,N,14.9,2823
CCC,2014B,630635,M,London Region,A Level or Equivalent,35-55,N,3.5375,988
CCC,2014B,630635,M,London Region,A Level or Equivalent,35-55,N,10.185,988
CCC,2014B,630657,M,North Region,A Level or Equivalent,0-35,N,0.6,93
CCC,2014B,630730,F,East Anglian Region,A Level or Equivalent,0-35,N,4.1175,2296
CCC,2014B,630730,F,East Anglian Region,A Level or Equivalent,0-35,N,20,2296
CCC,2014B,630730,F,East Anglian Region,A Level or Equivalent,0-35,N,14.675,2296
CCC,2014B,630825,M,East Midlands Region,Lower Than A Level,0-35,N,0,114
CCC,2014B,630888,M,North Western Region,A Level or Equivalent,0-35,N,1,162
CCC,2014B,630888,M,North Western Region,A Level or Equivalent,0-35,N,6.84,162
CCC,2014B,630896,M,North Region,A Level or Equivalent,0-35,Y,6.2,2307
CCC,2014B,630896,M,North Region,A Level or Equivalent,0-35,Y,100,2307
CCC,2014B,630896,M,North Region,A Level or Equivalent,0-35,Y,18.75,2307
CCC,2014B,630912,M,Scotland,A Level or Equivalent,0-35,N,3.1225,609
CCC,2014B,630912,M,Scotland,A Level or Equivalent,0-35,N,7.173333333,609
CCC,2014B,631044,M,Scotland,HE Qualification,35-55,N,5.275,3794
CCC,2014B,631044,M,Scotland,HE Qualification,35-55,N,80,3794
CCC,2014B,631044,M,Scotland,HE Qualification,35-55,N,17.44,3794
CCC,2014B,631075,M,Scotland,A Level or Equivalent,0-35,N,2.555,483
CCC,2014B,631075,M,Scotland,A Level or Equivalent,0-35,N,6.66,483
CCC,2014B,631122,M,London Region,A Level or Equivalent,0-35,N,5.65,417
CCC,2014B,631122,M,London Region,A Level or Equivalent,0-35,N,24,417
CCC,2014B,631122,M,London Region,A Level or Equivalent,0-35,N,16.515,417
CCC,2014B,631216,M,Scotland,Lower Than A Level,0-35,N,1.805,486
CCC,2014B,631216,M,Scotland,Lower Than A Level,0-35,N,3.42,486
CCC,2014B,631300,M,East Anglian Region,A Level or Equivalent,0-35,N,0,216
CCC,2014B,631334,M,South Region,A Level or Equivalent,0-35,Y,5.7425,674
CCC,2014B,631334,M,South Region,A Level or Equivalent,0-35,Y,76,674
CCC,2014B,631334,M,South Region,A Level or Equivalent,0-35,Y,17.625,674
CCC,2014B,631453,M,South Region,A Level or Equivalent,0-35,N,2.445,1277
CCC,2014B,631453,M,South Region,A Level or Equivalent,0-35,N,20,1277
CCC,2014B,631453,M,South Region,A Level or Equivalent,0-35,N,12.74,1277
CCC,2014B,631455,M,North Region,Post Graduate Qualification,0-35,N,6.15,1597
CCC,2014B,631455,M,North Region,Post Graduate Qualification,0-35,N,98,1597
CCC,2014B,631455,M,North Region,Post Graduate Qualification,0-35,N,17.67,1597
CCC,2014B,631473,M,London Region,Lower Than A Level,0-35,N,6.18,5108
CCC,2014B,631473,M,London Region,Lower Than A Level,0-35,N,100,5108
CCC,2014B,631473,M,London Region,Lower Than A Level,0-35,N,16.8,5108
CCC,2014B,631583,M,Yorkshire Region,A Level or Equivalent,0-35,N,3.8575,1443
CCC,2014B,631583,M,Yorkshire Region,A Level or Equivalent,0-35,N,62,1443
CCC,2014B,631583,M,Yorkshire Region,A Level or Equivalent,0-35,N,11.385,1443
CCC,2014B,631655,M,East Anglian Region,HE Qualification,0-35,N,4.8275,1618
CCC,2014B,631655,M,East Anglian Region,HE Qualification,0-35,N,38,1618
CCC,2014B,631655,M,East Anglian Region,HE Qualification,0-35,N,13.36,1618
CCC,2014B,631699,M,North Region,Post Graduate Qualification,0-35,N,5.49,871
CCC,2014B,631699,M,North Region,Post Graduate Qualification,0-35,N,100,871
CCC,2014B,631699,M,North Region,Post Graduate Qualification,0-35,N,16.9,871
CCC,2014B,631715,M,South Region,HE Qualification,0-35,N,6.07,1550
CCC,2014B,631715,M,South Region,HE Qualification,0-35,N,72,1550
CCC,2014B,631715,M,South Region,HE Qualification,0-35,N,21.12,1550
CCC,2014B,631772,M,Scotland,Lower Than A Level,35-55,N,6.17,10384
CCC,2014B,631772,M,Scotland,Lower Than A Level,35-55,N,84,10384
CCC,2014B,631772,M,Scotland,Lower Than A Level,35-55,N,17.4,10384
CCC,2014B,631850,M,Scotland,Post Graduate Qualification,0-35,N,5.885,922
CCC,2014B,631850,M,Scotland,Post Graduate Qualification,0-35,N,98,922
CCC,2014B,631850,M,Scotland,Post Graduate Qualification,0-35,N,18.65,922
CCC,2014B,631925,M,North Region,Lower Than A Level,0-35,N,1,364
CCC,2014B,631925,M,North Region,Lower Than A Level,0-35,N,6.84,364
CCC,2014B,631929,F,London Region,A Level or Equivalent,0-35,Y,1.4,138
CCC,2014B,631981,F,North Region,Post Graduate Qualification,0-35,N,3.7775,587
CCC,2014B,631981,F,North Region,Post Graduate Qualification,0-35,N,66,587
CCC,2014B,631981,F,North Region,Post Graduate Qualification,0-35,N,15.4,587
CCC,2014B,632017,F,North Region,HE Qualification,35-55,N,6.035,2102
CCC,2014B,632017,F,North Region,HE Qualification,35-55,N,90,2102
CCC,2014B,632017,F,North Region,HE Qualification,35-55,N,16.09333333,2102
CCC,2014B,632037,F,Ireland,HE Qualification,35-55,N,0.4,165
CCC,2014B,632074,M,Scotland,A Level or Equivalent,0-35,N,5.315,1906
CCC,2014B,632074,M,Scotland,A Level or Equivalent,0-35,N,76,1906
CCC,2014B,632074,M,Scotland,A Level or Equivalent,0-35,N,18.055,1906
CCC,2014B,632107,M,North Region,HE Qualification,35-55,N,3.49,732
CCC,2014B,632111,M,North Western Region,A Level or Equivalent,0-35,N,4.005,955
CCC,2014B,632111,M,North Western Region,A Level or Equivalent,0-35,N,50,955
CCC,2014B,632111,M,North Western Region,A Level or Equivalent,0-35,N,10.885,955
CCC,2014B,632133,F,West Midlands Region,Lower Than A Level,35-55,N,3.525,309
CCC,2014B,632133,F,West Midlands Region,Lower Than A Level,35-55,N,6.66,309
CCC,2014B,632134,M,Yorkshire Region,A Level or Equivalent,35-55,N,1.2,114
CCC,2014B,632135,M,West Midlands Region,Lower Than A Level,35-55,N,3.735,153
CCC,2014B,632135,M,West Midlands Region,Lower Than A Level,35-55,N,6.82,153
CCC,2014B,632190,F,South Region,A Level or Equivalent,0-35,N,2.495,649
CCC,2014B,632242,M,South West Region,A Level or Equivalent,0-35,N,4.13,174
