id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
904,Building Mobile Applications with Java: Using the Google Web Toolkit and PhoneGap,Joshua Marinacci,9781449308230,72,"O'Reilly Media, Incorporated",2012,3,21
905,Advanced Java Networking,"Prashant Sridharan,Laraine Peterson,Bill Rieken",9780137491360,512,Prentice Hall Professional Technical Reference,1997,4,23
906,Java 5: A Beginner's Tutorial,Budi Kurniawan,9780975212851,656,BrainySoftware,2006,1,28
907,"Java, Facts and Fancies",Augusta De Wit,9781341347900,320,Palala Press,2015,9,3
908,Java Programming,K. N. King,9780393948141,0,"Norton, W. W. & Company, Inc.",2001,6,28
909,"JavaTech, an Introduction to Scientific and Technical Computing with Java",Clark S. Lindsey,9780521527972,732,Cambridge University Press,2010,6,10
910,A Numerical Library in Java for Scientists and Engineers,"Hang T. Lau,Lau T. Lau",9781584884309,1088,Taylor & Francis,2003,9,1
911,Java Modeling In Color With UML : Enterprise Components and Process,"Peter Coad,Eric Lefebvre,Jeff de Luca",9780130115102,221,Pearson Education,1999,6,15
912,Deep Creek Jamin Java Devotions,Dr. Ben J. Lahay,9781609575625,768,Xulon Press,2010,7,26
913,CodeNotes for Java: Intermediate and Advanced Language Features,Gregory Brill,9780679647294,256,Random House Publishing Group,2002,1,23
914,Der Botanische Garten 's Lands Plantentuin Zu Buitenzorg Auf Java,Wilhelm Engelmann Publisher,9781160427760,456,Kessinger Publishing Company,2010,2,22
915,Computing Concepts with Java 2 Essentials / Edition 2,Cay S. Horstmann,9780471346098,784,Wiley,1999,8,28
916,Starting Out with Java 5: Early Objects / Edition 1,Tony Gaddis,9781576761748,1112,Addison-Wesley,2005,2,28
917,"Java The Complete Reference, Seventh Edition","Herbert Schildt,Schildt Herbert",9780072263855,1024,"McGraw-Hill Companies, The",2006,12,1
918,Visual Information Retrieval Using Java and LIRE,"Mathias Lux,Oge Marques",9781608459186,114,Morgan & Claypool Publishers,2013,4,30
919,Getting Started with Arduino and Java,Agus Kurniawan,9781300568308,0,Lulu.com,2012,12,26
920,"On the Subject of ""Java""",John Pemberton,9780801499630,320,Cornell University Press,2012,2,28
921,Java And Modern Europe,Ann Kumar,9780700704330,420,Taylor & Francis,1997,5,27
922,Java Adventure Guide,Periplus Editors,9781462909278,412,Tuttle Publishing,2014,4,15
923,Java Programming: Complete Concepts and Techniques / Edition 1,"Gary B. Shelly,Thomas J. Cashman,Joy L. Starks",9780789560995,540,Cengage Learning,2001,1,19
924,Ajax on Java,Olson,9781457176579,232,Helion,2007,12,4
925,Java 1.1 Unleashed,Michael Morrison,9781575211978,1224,Sams,1996,12,16
926,The Policy and Administration of the Dutch in Java,Clive Day,9781290341226,470,HardPress Publishing,2012,1,10
927,Sams Teach Yourself Java 2 in 24 Hours,Rogers Cadenhead,9780672316302,450,Sams,1999,2,18
928,Data Structures and Algorithm Analysis in Java / Edition 2,Mark A. Weiss,9780321370136,576,Addison Wesley,2006,3,3
929,Java 8 New Features: A Practical Heads-Up Guide,Richard Reese,9780992910570,200,Play Technologies,2014,6,6
930,Java: How to Program,"Harvey M. Deitel,Paul J. Deitel",9780132634014,1008,Prentice Hall Professional Technical Reference,1996,9,28
931,Parallel Programming and Java: Wotug 20 / Edition 1,Andre E. Bakkers,9789051993363,348,"IOS Press, Incorporated",1997,6,28
932,Java Look & Feel Design Guidelines,"Sun Microsystems, Inc,Javasoft",9780201615852,264,Addison Wesley Professional,1999,6,11
933,Grundkurs Computergrafik mit Java: Die Grundlagen verstehen und einfach umsetzen mit Java 3D,Frank Klawonn,9783834812230,307,Vieweg+Teubner Verlag,2010,4,15
934,"Riding the Dutch Tiger: The Dutch East Indies Company and the Northeast Coast of Java, 1680-1743","Lucas Wilhelmus Nagtegaal,Lue Nagtegaal",9789067181037,257,KITLV Press,1996,11,1
935,Refinamiento a Java de Casos de Prueba Abstractos,Coca Pablo Damian,9783659026881,156,OmniScriptum GmbH & Co. KG,2014,8,27
936,"Java EE Applications on Oracle Java Cloud: Develop, Deploy, Monitor, and Manage Your Java Cloud Applications: Develop, Deploy, Monitor, and Manage Your Java Cloud Applications",Harshad Oak,9780071817158,288,McGraw-Hill Professional Publishing,2014,9,5
937,Some Notes on Java and Its Administration by the Dutch,Boys Henry Scott,9781313601290,114,HardPress Publishing,2013,1,28
938,JNDI API Tutorial and Reference: Building Directory-Enabled Java Applications / Edition 1,"Rosanna Lee,Scott Seligman",9780201705027,848,Addison-Wesley,2000,6,9
939,Web Developers Guide to Java Beans,Jalal Feghhi,9781576101216,416,Coriolis Group,1997,4,14
940,Data Structures and Algorithms with Object-Oriented Design Patterns in Java / Edition 1,Bruno R. Preiss,9780471346135,656,Wiley,1999,8,2
941,AXIS: The Next Generation of Java Soap,"IRANI,S. Jeelani Basha",9781861007155,250,Apress,2002,5,24
942,Sun Performance and Tuning: Java and the Internet / Edition 2,"Adrian Cockcroft,Richard Pettit,Sun Microsystems Press",9780130952493,624,Prentice Hall,1998,4,7
943,Essential JNI: Java Native Interface,"Rob Gordon,Alan McClellan",9780136798958,528,Prentice Hall Professional Technical Reference,1998,3,4
944,Programming Neural Networks With Encog 2 In Java,Jeff Heaton,9781604390070,480,"Heaton Research, Inc.",2010,3,1
945,Gamelan: Cultural Interaction and Musical Development in Central Java / Edition 2,Sumarsam,9780226780115,368,University of Chicago Press,1995,12,28
946,Starting Out with Java: From Control Structures through Objects plus MyProgrammingLab with Pearson eText -- Access Card / Edition 5,Tony Gaddis,9780132989992,0,Pearson,2012,7,29
947,"Aplicaciones Ya Listas de Java 2 para Mantenimiento de Archivos: Plantillas ""Templates 2000"" para Java 1.2 y J2SE 1.4",Emilio Aleu,9781463468583,508,AuthorHouse,2005,9,21
948,Design Patterns in Java (paperback) / Edition 2,"Steven Metsker,William C. Wake",9780134277882,480,Addison-Wesley,2006,5,2
949,Java After Hours: 10 Projects You'll Never Do at Work,Steven E. Holzner,9780672327476,336,Sams,2005,6,20
950,Computer Graphics for Java Programmers / Edition 1,"Leen Ammeraal,L. Ammeraal",9780471981428,282,Wiley,1998,4,1
951,"Java Programming: Master's Handbook: A TRUE Beginner's Guide! Problem Solving, Code, Data Science, Data Structures & Algorithms (Code like a PRO in 24 hrs or less!)","Codewell Academy,R.M.Z. Trigo",9781517089856,198,CreateSpace Publishing,2015,9,7
952,From Jungle to Java: the Trivial Impressions of a Short Excursion to Netherlands India.,Arthur Louis Keyser,9781290669580,148,HardPress Publishing,2012,8,1
953,Java - La Guia Total del Programador,Sergio Alejandro Dos Santos,9789875262584,376,MP Ediciones S.A.,2005,4,28
954,Java: Garden of the East,Eric Oey,9780844299037,272,McGraw-Hill/Contemporary,1992,7,1
955,JMFA 2- A Graphically Interactive Java Program That Fits Microfibril Angle X-ray Diffraction Data,United States Department of Agriculture,9781508446118,74,CreateSpace Publishing,2015,2,14
956,Depression Carpenter,Java Davis,9781499605266,102,CreateSpace Publishing,2013,12,2
957,Object-Oriented Programming with C++ and Java,D. Samanta,9788120316201,344,"Prentice Hall India Pvt., Limited",2003,1,28
958,"Where the Strange Trails Go Down: Sulu, Borneo, Celebes, Bali, Java, Sumatra, Straits Settlements, Malay States, Siam, Cambodia, Annam, Cochin-China",E. Alexander Powell,9781530281800,128,CreateSpace Publishing,2016,2,28
959,JMX: Managing J2EE with Java Management Extensions,"Marc Fleury,Juha Lindfors",9780672322884,394,Pearson Education,2002,1,31
960,Flex 3 With Java,Satish Kore,9781847195340,304,Packt Publishing,2009,6,30
961,The Hidden Force  a Story of Modern Java,unknown,9781341147005,324,Palala Press,2015,9,12
962,OCA Java SE 7 Programmer Study Guide (Exam 1Z0-803),Budi Kurniawan,9781771970204,296,Brainy Software,2015,7,27
963,Ground-Up Java,Philip Heller,9780782141900,488,Wiley,2003,11,1
964,Java Annotated Archives,Naba Barkakati,9780072119022,880,McGraw-Hill Osborne,1999,7,28
965,Java Network Programming,Elliotte Rusty Harold,9780596552589,764,"O'Reilly Media, Incorporated",2009,2,9
966,Java Interview Bootcamp,Sam Atkinson,2940046606850,0,Sam Atkinson,2015,2,28
967,Disability in Java,Thohari Slamet,9783659163418,152,OmniScriptum GmbH & Co. KG,2013,5,31
968,Java i XML. Wydanie III,McLaughlin,9781457171284,440,Helion,2007,7,11
969,Student Value Edition for Java Software Solutions / Edition 8,"John Lewis (5),William Loftus",9780133846430,832,Pearson,2014,3,14
970,"de Java Oorlog Van 1825-30, Part 3 (1904)",Pieter Johan Frederik Louw,9781166805661,736,Kessinger Publishing Company,2010,9,28
971,"Like Father, Like Son and Daughter: Stories from Spiritual Java",Bill Johnson,9780768486827,16,"Destiny Image, Inc.",2012,6,28
972,"Programming JAVA: Java Programming, JavaScript, Coding: Programming Guide: LEARN IN A DAY!",Os Swift,9781329779006,130,Lulu.com,2016,1,7
973,Java Methods AB: Data Structures,"Maria Litvin,Gary Litvin",9780965485319,298,Skylight Publishing,2003,1,1
974,Java EE 7 Performance Tuning and Optimization,Osama Oransa,9781782176428,478,Packt Publishing,2014,6,25
975,Java 1. 5 Program Design,"James P. Cohoon,Jack W. Davidson",9780073207339,0,"McGraw-Hill Companies, The",2005,1,26
976,An Introduction to Object-Oriented Programming with Java / Edition 1,C. Thomas Wu,9780256254624,858,McGraw-Hill Higher Education,1998,12,30
977,Java Made Simple,P K Mcbride,9780750653398,208,Taylor & Francis,2001,2,2
978,Java ME Game Programming,John P. Ph.D. Flynt,9781435459151,0,Course Technology PTR,2007,1,9
979,Service Oriented Architecture With Java,Malhar Barai,9781847193216,192,Packt Publishing,2008,6,27
980,"Mastering XMI: Java Programming with XMI, XML, and UML","Timothy J. Grose,Gary C. Doney,Stephen A. Brodsky",9780471384298,0,Wiley,2001,4,12
981,Aspects of Java Security,"Robert S. MacGregor,Staff Ibm Books",9780137615292,256,Prentice Hall Professional Technical Reference,1997,12,30
982,Java-Web-Security: Sichere Webanwendungen mit Java entwickeln,Dominik Schadow,9783864914492,250,dpunkt.verlag,2014,2,24
983,Object of Java: Bluej Edition - with 2 CD's / Edition 1,David Riley,9780321197221,0,Pearson,2003,8,4
984,Estructura de Datos Y Algoritmos En Java,"Michael T. Goodrich,Roberto Tamassia",9789702403302,656,Cecsa,2003,8,28
985,"Java's Landelijk Stelsel, 1817-1819: Naar Oorspronkelijke Stukken (1916)",Pieter Hendrik Van Der Kemp,9781169794979,466,Kessinger Publishing Company,2010,9,10
986,Java how-to: The Definitive Java Problem-Solver,"Madhu Siddalingalah,Stephen D. Lockwood",9781571690357,672,Sams,1996,8,23
987,Tjideng Reunion: A Memoir of World War II on Java,"Boudewijn van Oort,Adri Bontekoe,Christopher Blaney,NIOD",9781425151591,482,Trafford Publishing,2008,8,12
988,Java and Object Orientation: An Introduction,"John Hunt,R. J. Paul,P. J. Thomas,Ray J. Paul,Peter J. Thomas",9783540762010,473,"Springer-Verlag New York, LLC",1997,11,10
989,Light in Unlikely Places: Stories from Spiritual Java,Banning Liebscher,9780768486810,16,"Destiny Image, Inc.",2012,6,28
990,"Java, Java, Java, Object-Oriented Problem Solving / Edition 3","Ralph Morelli,Ralph Walde,Ralph Walde",9780131474345,880,Prentice Hall,2005,12,23
991,Professional Java Development with the Spring Framework,"Rod Johnson,Juergen Hoeller,Alef Arendsen,Thomas Risberg,Colin Sampaleanu",9780764574832,676,Wiley,2005,6,20
992,Objects First with Java / Edition 3,"David J. Barnes,Michael Kolling",9780131873094,400,Pearson,2006,5,1
993,De Deugdelijkheid Van Het Tegenwoordige Cultuurstelsel Op Java (1860),Salak,9781120408709,54,Kessinger Publishing Company,2009,11,6
994,Introduction to Java Programming / Edition 4,Y. Daniel Liang,9780131002258,992,Prentice Hall,2002,11,21
995,"A Dictionary of the Malay Tongue, as Spoken in the Peninsula of Malacca, the Islands of Sumatra, Java, Borneo, Pulo Pinang, &c., &c. In two Parts, English and Malay, and Malay and English. To Which is Prefixed the Grammar of That Language",James Howison,9781340072520,242,Sagwan Press,2015,8,23
996,Java and Flex Integration Bible (Bible Series),"Matthew Keefe,Charles A. Christiansen",9780470400746,0,Wiley,2009,3,9
997,"Reise Nach Java, Banda, Ceylon und Persien 1644-1660",Johann Jacob Saar,9789401503051,195,Springer Netherlands,1930,1,1
998,An Introduction to Object-Oriented Programming with Java / Edition 5,C. Thomas Wu,9780073523309,1008,McGraw-Hill Education,2009,3,24
999,Backdoor Java: Sate Formation and the Domestic in Working Clas Java / Edition 1,Janice Newberry,9781551116891,208,"University of Toronto Press, Higher Education Division",2006,4,24
1000,High Wind in Java,Peter Tonkin,9780727878496,334,Severn House Publishers,2010,6,1
1001,"Invitation to Computer Science: Java Version, Second Edition: Java Version / Edition 2","G.Michael Schneider,Judith Gersting",9780534419943,744,Cengage Learning,2004,2,6
1002,Java for Students / Edition 6,"Douglas Bell,Mike Parr",9780273731221,560,Prentice Hall Professional Technical Reference,2010,3,28
1003,Java Unleashed,Rick Fanta,9781575210490,971,Macmillan Computer Publishing,1996,2,25
1004,Java Software Solutions: Foundations of Program Design: Lab Manual / Edition 3,"Adrienne Bloss,N. Jane Ingram",9780321173607,278,Addison-Wesley,2002,11,18
1005,"Studyguide for Object Oriented Software Engineering Using UML, Patterns, and Java by Bruegge, Bernd",Cram101 Textbook Reviews,9781490204352,138,"Content Technologies, Inc.",2013,5,21
1006,Abstract Data Types in Java,Michael S. Jenkins,9780079132703,291,McGraw-Hill School Education Group,1997,9,1
1007,Java CourseNotes / Edition 1,Course Technology,9781423903222,6,Cengage Learning,2008,4,21
1008,JDBC Database Access with Java / Edition 1,"Graham Hamilton,Maydene Fisher,Rick Cattell,Maydene Fisher,Rick Cattell",9780201309959,480,Addison-Wesley,1997,8,18
1009,Advanced Java Optimization Techniques,Jason Arnold,9781495467752,96,CreateSpace Publishing,2014,3,29
1010,Java for the World Wide Web : Visual QuickStart Guide,Dori Smith,9780201353402,240,Peachpit Press,1998,9,9
1011,"Lab Manual for Malik's Java? Programming: From Problem Analysis To Program Design, 3rd / Edition 3",Blayne Mayfield,9781423901884,336,Cengage Learning,2007,8,20
1012,"The Java Language Specification, Java SE 7 Edition / Edition 4","James Gosling,Bill Joy,Guy Steele,Gilad Bracha,Alex Buckley",9780133260229,644,Addison-Wesley,2013,2,28
1013,"Report on the Rubber Industry of the Orient (Including Ceylon, the Malay Peninsula, Java and Sumatra)",Akers Charles Edmond 1861-1915,9781313765190,100,HardPress Publishing,2013,1,28
1014,Official NetScape Programming Java 1.1 with Jfc,"Daniel I. Joshi,Pavel A. Vorobiev",9781566047661,656,"Ventana Communications Group, Incorporated",1997,9,15
1015,"Nonlinear Workbook, The: Chaos, Fractals, Cellular Automata, Genetic Algorithms, Gene Expression Programming, Support Vector Machine, Wavelets, Hidden Markov Models, Fuzzy Logic With C++, Java And Symbolicc++ Programs (5Th Edition)","Willi-hans Steeb,Yorick Hardy,Ruedi Stoop",9789814335782,621,"World Scientific Publishing Company, Incorporated",2011,3,16
1016,Building Java Enterprise Applications Volume I: Architecture,"Brett McLaughlin,Mike Loukides",9780596001230,320,"O'Reilly Media, Incorporated",2002,3,1
1017,"Processing XML with Java: A Guide to SAX, DOM, JDOM, JAXP, and TrAX",Elliotte Rusty Harold,9780201771862,1071,Addison-Wesley,2002,11,28
1018,"A Hole In My Soul, My Father's Sin","L. Collins Java,Java L. Collins",9780982058770,132,JimSam Inc. Publishing,2009,6,15
1019,"Tourism, Heritage and National Culture in Java: Dilemmas of a Local Community",Heidi Dahles,9780700715206,257,Taylor & Francis,2001,10,19
1020,Introduction to Algorithms and Java CD-ROM / Edition 2,"Thomas H. Cormen,Ronald L. Rivest,Charles E. Leiserson,Clifford Stein",9780072970548,1056,"McGraw-Hill Companies, The",2003,12,16
1021,"Ucertify Guide for Oracle Java Exam CX-310-019: Oracle Certified Associate, Java Se 5/Se 6",Ucertify Team,9781616910891,246,uCertify.com,2011,5,28
1022,"Reise nach Java, Vorder-Indien, Persien und Ceylon 1641-1650: Neu Herausgegeben nach der zu Breslau im Verlag von Urb. Spaltholtz im Jahre 1688 Erschienenen Original-Ausgabe","Johann Behr,S.P. L'HonoreI? Naber",9789401186254,155,Springer Netherlands,2013,8,31
1023,L Ile de Java Sous La Domination Francaise: Essai Sur La Politique Coloniale de La Monarchie,Collet-O,9782012870369,588,HACHETTE LIVRE - BNF,2013,4,14
1024,Java EE 300 Success Secrets - 300 Most Asked Questions On Java EE - What You Need To Know,Billy Dawson,9781488804168,226,Emereo Publishing,2014,10,9
1025,More Java Pitfalls: 50 New Time-Saving Solutions and Workarounds,"Michael C. Daconta,Kevin T. Smith,Donald Avondolio,W. Clay Richardson",9780471237518,480,Wiley,2003,2,7
1026,JFC Java Foundation Classes: Migrating to the Next Generation Internet Protocol,"Daniel I. Joshi,Pavel A. Vorobiev",9780764580413,576,"Wiley, John & Sons, Incorporated",1998,5,1
1027,"The Far Eastern Tropics: Studies in the Administration of Tropical Dependencies: Hong Kong, British North Borneo, Sarawak, Burma, the Federated Malay States, the Straits Settlements, French Indo-China, Java, the Philippine Islands",Alleyne Ireland,9781340784119,376,Palala Press,2015,8,31
